commenter_co,commenter_name,commenter_page,commenter_star,commenter_zan
" 华人和爱尔兰人一番激战，英国人躲在背后玩政治。完成度非常高的政治惊悚片。成龙不是作为打星，而是作为演员出演。故事进行到中后段才能看清格局全貌，剧本很有技巧。马丁·坎贝尔执导风格太沉稳，充分挖掘故事原生的紧张感，电影完全依靠故事的内力推进。
        ",小A,https://www.douban.com/people/AngelinaAnne/,推荐,444
" 比想象得严肃费脑，上一次大哥这么认真搞创作可能要追溯到《新宿事件》。今年国庆档片子全看了，王晶和成龙都奉献了十年最佳，太有意思
        ",jj73浅之,https://www.douban.com/people/asano/,推荐,447
" 我相信这个代表着第三世界上访难民的面孔，收起笑容，怒目圆睁，试图挑战欧洲中心论秩序时，会获得更大基数的观众。从滑稽逗乐到眉头紧皱，“中国不高兴”由隐性变显性，被动变主动。
        ",shininglove,https://www.douban.com/people/2849243/,还行,121
" Tony对Peter说：如果你没有装备（蜘蛛服）就一无是处，那你就更不应该拥有它。Peter：爸爸你个亿万富翁好意思说这种话？
        ",young,https://www.douban.com/people/135788675/,推荐,3522
" 最可爱的小蜘蛛，最贱的彩蛋，全程都在笑。这种程度的反派可能钢铁侠1分钟就拍死了，小蜘蛛却打了两个小时，可以说是超级英雄的阶级差异了。
        ",艺仔没公德,https://www.douban.com/people/yancm/,力荐,2915
" “蜘蛛咬你的时候会痛吗？”  “你会产卵吗？”  “你能召唤一大群蜘蛛吗？” “你能射多远？”
        ",大聪看电影,https://www.douban.com/people/1402913/,推荐,2803
" 和“死侍”一样属于人物塑造比剧情更成功的偏锋电影。通过注入校园元素不但成功重启热门超级英雄，而且让观众见证了人物的长（yǎng）成。热血、话痨、中二、一心想向Tony爸爸证明自己的小蜘蛛太可爱鸟，请给我来一打！
        ",同志亦凡人中文站,https://www.douban.com/people/3540441/,推荐,1805
" 这不是蜘蛛侠，而是套着蜘蛛服的低配版钢铁侠。女主出场我还以为是那个个子矮矮，金色长发的白人女孩，结果是个小泰雅。男主角也是满嘴唧唧哇哇以为自己是史塔克少年派。
        ",韩国男友,https://www.douban.com/people/Baronera/,较差,1075
" 一部把成龙去掉对整个剧情没有一丁点影响的神奇电影
        ",Drunken Swami,https://www.douban.com/people/fsisme/,还行,93
" 这一次成龙收起了微笑，我们露出了微笑
        ",辣眼看电视,https://www.douban.com/people/151784886/,还行,113
" 译名毁了片子系列。一个失去祖国的北爱尔兰人和一个始终被所有人称为中国佬的英国人，这不是为女儿复仇的《英伦对决》的故事，而是两个迷失国籍与身份的《异邦人》的故事。
        ",某茶君,https://www.douban.com/people/angelhouxxy/,推荐,84
" 毫无3D必要，一反闹哄哄的成龙电影，扎实动脑颇有可观性。层层递进，互相牵制，拍得老当沉稳。不能说它文戏太多，悲绝成魔的父亲一路搞爆破，不为打而打，风格就是严肃政治片。这角色算是成龙演过最惨绝人寰的了……但大哥可能是想到颁的终身奖掉头演了一场，随后重回流水生产线，珍惜。
        ",birds,https://www.douban.com/people/yihuiw/,还行,107
" 成龙的每一场动作戏，都为他揪心.....
        ",朝阳区白百合,https://www.douban.com/people/50060410/,还行,96
" 连续几款预告都做的情绪十足精彩纷呈，让人误以为会是一部快意复仇片，谁知正片却呈现出了一部与大部分人预期截然不同的政治惊悚片，甚至可以说是成龙银幕生涯唯二情节复杂的电影（上一部是（新宿事件））。关于成龙角色的描绘始终很草率，甚至居于边缘化的尴尬处境，当然，突破性演技是完全没话说！
        ",妙可中国,https://www.douban.com/people/53869175/,推荐,38
" 太吓人了！这片竟然是王胖子拍出来的...王晶认真起来，还是厉害的...所以，刘镇伟你呢？#十一档最高，甄子丹演的真好# 
        ",朝阳区白百合,https://www.douban.com/people/50060410/,推荐,1160
" 最棒的蜘蛛侠！一扫前两版苦大仇深情节雷同，焕然一新！校园青春喜剧风笑果非凡！活力十足！紧贴青少心理，爱炫酷急于干大事证明自己赢崇拜，在干爹教导下懂得成长不能依赖装备只能靠自己。秃鹫人设有新意但始终缺乏威胁力，鸟人叔演技屌也救不了结尾高潮乏力，终究是MCU对反派不够重视的老毛病。8/10
        ",瓦力,https://www.douban.com/people/cyrus_wong/,推荐,1395
" 还有比这更加套路剧情吗？当小蜘蛛岳父都没有好下场？日常扯皮泡妞穿着爸爸送的制服浪>找反派碰到秃鹰>弄毁了船被收回制服>自己做制服战秃鹰，战斗TM没开始就结束了?>获得爸爸认可，获得妇联3门票。请Sony放弃合作自己继续做超凡系列吧！新女主让我想起了曾经追梅林传奇被滚娘支配的恐惧！
        ",AdaWang,https://www.douban.com/people/adakenndy/,较差,809
" 人物塑造很扎实；预留可探讨的空间很大。应该给成龙一个影帝，不管哪个奖的。
        ",11,https://www.douban.com/people/run11run/,推荐,213
" 成龙很沉默，这很好；整体工整无聊，悬念撑不起好奇，结局又不会让人惊讶；bug很多不能细究。60岁的人，半生平凡，活动活动手脚就能重新变回以一打多，打的还都是顶级安保人员？最近这设定怎么都和越战干上了？最后那句别小看中国人太突兀了，关先生早就已经是英国公民了
        ",frozenmoon,https://www.douban.com/people/1233038/,还行,58
,,,,
,,,,
" 王晶开辟了一个新类型——民族主义黑帮片。此片可作为新世纪后殖民主义港片的代表作，与具有分裂倾向的港毒片近身肉搏。
        ",Hushnore,https://www.douban.com/people/chick_rock/,推荐,722
" 王胖子都认真起来拍电影了。屏幕前的你还有什么不努力逆袭的？
        ",巴啦啦小魔仙,https://www.douban.com/people/54907599/,推荐,904
" 128分钟王晶终于兑现了他承诺的，用十足的诚意呈现了一部扎实的影片。另一个导演关智耀不愧为摄影出身，有几个镜头令人印象深刻。强烈推荐粤语版！老甄豁出去了学了一口潮州话非常恩正。令人惊喜的依然是复古的港味，尤其城寨里的两段。最后为老刘打call，为老甄打call，雷洛和跛豪绝对真爱
        ",quai,https://www.douban.com/people/quai/,力荐,865
" 旧港式江湖情义与宏大叙事，小人物鲜活感人，跛豪、雷洛义结金兰存齿相依，从九龙寨逃生、金三角垄断毒品、ICAC反腐、街头围剿英国佬，都跌宕起伏，重现贪腐、官匪勾结、黑吃黑，血淋淋割耳朵脑袋、亲友惨死宿命，懂规矩不犯线黑白理论，徐冬冬卧卧底扯，但王晶认真超恐怖，至少比《雷诺》更霸道残暴
        ",释凡,https://www.douban.com/people/seafans/,力荐,484
" 影片全程都没有出现蜘蛛，请怕蜘蛛的小朋友放心观看。
        ",荔枝超人,https://www.douban.com/people/richer725/,还行,943
" 我就是喜欢这种“脚踏实地”的超英电影，《奇异博士》和《银河护卫队》滚粗！基顿的鸟人梗原来还有更深一层意味，他在《鸟人》里的女儿是谁？超凡蜘蛛侠的前女友石头姐啊！结尾超大惊喜，大到令我原谅漫威在美队3拆CP的可耻做法！结尾彩蛋超级有意思，让我想起小虫的某基友XD
        ",Yellow_OTL,https://www.douban.com/people/54880316/,力荐,652
" 浪费时间，看IMAX简直煎熬，相比之下半个月前的变形金刚可谓超级良心，以动作场面比重和特效而言。就Tony从suit里走出来时鸡冻了一下，还有最后的新闻发布会猝不及防一口狗粮……不过蜘蛛侠的软萌和天真表现得还是不错的。唯一笑点竟然是美队…………（的正确使用方法？LOL）
        ",好养活,https://www.douban.com/people/47941742/,较差,590
" 娱乐性很好的一部，青春片混合英雄电影，很轻松也很青春最终还是关注成长。跳过蜘蛛侠成为蜘蛛侠的背景，直接从美3之后讲起，省去很多重复与比较。有意代入青年人身份，借漫威的影响力，代入如果你（漫威爱好者）成为蜘蛛侠，会是多么酷炫的事情，所以，也在这个基础上玩得很嗨。阵容选择确实太心机。
        ",桃桃淘电影,https://www.douban.com/people/qijiuzhiyue/,推荐,477
" 用蜘蛛丝拉住莉兹的时候莫名鼻子一酸……几乎是一模一样的场景，格温却死了。
        ",银色bullet,https://www.douban.com/people/yinsebullet/,推荐,513
" “万般带不走，唯有孽随身。”居然蛮好看，虽然结尾匆忙，还有大概为了过审加了字幕。赌场长镜头，穿插叙事，暖黄的复古色调到冷冽的枪火，中间好像变色一次？某些段落好像看到了《美国往事》。黄日华等老港脸的出现，生死有命富贵在天的陈词，极恶有道，应该是王晶最出色的黑帮片，关智耀摄影功不可没
        ",刘小黛,https://www.douban.com/people/darlingtudai/,推荐,419
" 槽点很多，但意外地凑合能看，让人怀疑这是不是王晶拍的。
        ",吃胶片的考拉,https://www.douban.com/people/thegreatkoala/,还行,239
" 雷洛加跛豪，王晶这回没有玩贱而是难得严肃了一回，整体制作非常老港片的味道，老派枭雄电影的感觉。刘德华果然是越来越有型了。
        ",桃桃淘电影,https://www.douban.com/people/qijiuzhiyue/,还行,142
" “生死之间我说了算”  3星，粤语版加分。王晶认真起来也还是当年的感觉，港片浪漫主义精髓，英雄片的延续。前半段是古惑仔，偏于写实；后半段是龙在江湖，做局复仇戏剧化强；人设是至尊无上+赌神，都是王晶以前很擅长的格式。置景很赞，甄子丹大佬范不错，德华版雷洛久违了，吴毅将演得好，赌圣笑喷
        ",乌鸦火堂,https://www.douban.com/people/dreamfox/,推荐,282
" 王晶还是那个王晶，没有什么改变。就这样的水准也想拿奖？除非选片的人都瞎了...我们不能因为满分导演拍了95分的作品就否定他，也不能因为零分导演拍了一部40分的作品就把他夸上天。
        ",有意识的贱民,https://www.douban.com/people/kejinlong/,较差,117
" 最好的蜘蛛侠，人物塑造好于超凡，homecoming双关party和归来。|无绝对正反派设置照应钢铁侠说的“每个人都活在grey area”|亚裔黑人设定不反感，都很有用也很漂亮也不stereotype（反对高票）|唯一缺点是格局稍微小了一点，不过有笑点和校园补救，非常亲民可看
        ",向往蒙城,https://www.douban.com/people/115706846/,推荐,438
" 太可爱了，超能男子高中生的日常
        ",王大根,https://www.douban.com/people/diewithme/,推荐,263
" 低龄
        ",Carf,https://www.douban.com/people/4340710/,还行,365
" 说实话觉得导演水平一般，索性人物本身出彩，设定很好。而且漫威的这部蜘蛛侠把整个MCU系列的叙事连贯做的很好，不止是角色客串方面。只希望早日脱离索尼……【其实不客观的说，看到Tony, Pepper 和 Happy同框就值五颗星了。谁不爱Tony爸爸……
                
                ",小土,https://www.douban.com/people/47182866/,力荐,431
" 剧情虽然简单，但是两位主演又贱又逗逼，这年头已经不兴男欢女爱了，哥哥你坐船头弟弟在岸上走。（电影里那辆掉到运河里的车，是拍摄意外真的掉进去了，后来还找保险公司和剧组给车主赔了钱233333…
        ",李阿斗,https://www.douban.com/people/gailsylee/,推荐,860
" 居然不难看，我都不相信你们敢相信我。然而我最爱的其实是里面的吴毅将，他和万梓良都属于那类演戏过分用力的演员，但这种演法演起黑社会时却入型入格，尤其看他夹着雪茄打鼓，我的妈土得太有腔调了好吗！看来下次得找马景涛来演黑社会了
        ",五色全味,https://www.douban.com/people/wusequanwei/,还行,125
" 王晶聪明和有眼光的地方在于他知道什么东西是好的，故事要怎么讲现在观众会喜欢，然后拿来为己所用；但拍摄技法和情感表现的方式还是很陈旧老套，没有进步，就像是一个多年以来好吃懒做的学生突然决定奋发图强，但临时抱佛脚考了个不错的分数，跟真正自己的能力相比，还是有不小差距。
        ",隐,https://www.douban.com/people/1169348/,推荐,227
" 有些事冥冥之中总有牵连，当年阿豪打群架丢了只鞋，日后果然跛了只脚；猪油仔为雷洛装过钢板，日后子弹恰好射入胸口。生死依傍着何种命运，富贵牵连怎样的天机，谁都说不好。有你在的，敌阵夜闯，怒海也奔。当初入江湖，便发誓要做那时代的枭雄。时而恍惚，兄弟手足钱财无数；蓦然回首，身后万般虚空。
        ",西楼尘,https://www.douban.com/people/xilouchen/,较差,103
" 1.5 看完一肚子火。王晶这次黑英国人黑得有点过分，接近义和团思维了。毕竟要是没有港英政府，令尊当年留在上海能不能撑过文革都不一定。剧本写得也是一盘散沙，到底是单人枭雄逆袭奋斗片还是双雄对抗片都没想清楚，东拉西扯言不及义。
        ",LOOK,https://www.douban.com/people/2049622/,很差,70
" 流水线上是造不出好东西的
        ",小地瓜想养一只,https://www.douban.com/people/75609687/,较差,359
" 超好笑啊！但是homecoming翻译成“英雄归来”真的不太合适，“返校季”或者“返校节”更好些
        ",Amberose,https://www.douban.com/people/amberose/,力荐,226
" 典型的漫威，非典型的蜘蛛侠。作为一个见证了三代蜘蛛侠更换的影迷，听到那个熟悉的音乐都要老泪横流了。如今的小蜘蛛没有了苦大仇深，多的是年轻的活力，哪怕是鲁莽偏执，都让这个小英雄更有血有肉，这真的是复联的一剂强心剂。片尾美队的彩蛋是坑爹的吧！
        ",饮歌,https://www.douban.com/people/35790692/,推荐,275
,,,,
,,,,
" 哈哈哈是谁说的哥哥你坐船头我在岸上走哈哈哈！这波必须服！
        ",Daisy cat,https://www.douban.com/people/Dasiycat/,还行,580
" 被局长和他老婆的R级爱情感动到无法自拔——oh my cockroach (with Spanish accent
        ",艺仔没公德,https://www.douban.com/people/yancm/,推荐,528
" Motherfucker只有在Samuel Jackson嘴里冒出来才叫Motherfucker。
        ",幻覺大師,https://www.douban.com/people/edward1988/,还行,377
" 这部片子好玩的地方就在于，你完全可以猜到故事即将发生的剧情走向，但你依然会兴致盎然的看完整部电影，于是原本俗套的故事在瑞恩·雷诺兹和塞缪尔·杰克逊的演绎下以枪战+嘴炮的形式呈现也变得十分十分有趣，当然两条爱情故事的穿插也融合的恰到好处。但加里·奥德曼无疑是十分鸡肋的一个角色。
        ",方枪枪,https://www.douban.com/people/yalindongdong/,还行,349
" 艹！好鬼浪漫！！！没有人能杀死丧基达利！黑塞有情有义有嘻哈！小贱贱表示：局长令我成长，并懂得爱的真谛【并没有
        ",飞鸟凉,https://www.douban.com/people/maybe-stella/,推荐,220
" 能够把老套的黑白双雄加保镖杀手故事拍摄的如此无脑爆笑又浪漫鸡汤，再配上80年代的老情歌，导演和编剧成功的让欢乐严重的掩盖了暴力和血腥。尽管有不少动作片的常规硬伤，依然强烈推荐。
        ",Carf,https://www.douban.com/people/4340710/,推荐,230
" 粤语版好评。低期待去看，还蛮惊喜。甄子丹刘德华及一众配角演得很卖力，没啥让人尴尬扶额出戏之处。只是枪战戏过弱，兄弟死亡必煽情，有时说教味太重。跛豪与雷洛的故事绝非一部电影体量能承载，本片也不乏俗套和敷衍。但绝对是烂片王10年来最好作品。比《大上海》高出一万个澳门风云123吧。三星半
        ",汪金卫,https://www.douban.com/people/longzheking/,推荐,133
" 王晶的【大上海】2.0版 by TVB摄影棚出品
        ",荔枝超人,https://www.douban.com/people/richer725/,较差,47
" 呵呵，这就是王晶现在的水准上限？
        ",chongbei,https://www.douban.com/people/niguize/,较差,73
" 最好奇王晶从哪里弄来这么多这么丑的女演员。。导演的品味毁了一切，以及非常努力的假正经。。
        ",华盛顿樱桃树,https://www.douban.com/people/49213881/,较差,45
" Ryan Reynold演龟毛丧逼比演死侍好笑！不过总感觉抢了Paul Rudd饭碗
        ",王大根,https://www.douban.com/people/diewithme/,推荐,195
" 乐到肚子疼。前排黑人大哥大姐的魔性笑声与杰克逊的交相辉映，为本片添色不少
        ",非正常儿童,https://www.douban.com/people/3539800/,推荐,147
" 一黑一白，全程互怼，由敌变友，都是经典套路，但由于演员的缘故有额外趣味: 竟然有人在嘴炮方面压制了贱贱，大快人心。小贱坐在街头喝酒忧伤控诉局长，身后一片鸡飞狗跳，瞬间跳戏到UNCLE里亨利吃三明治身后锤子跟人搏斗，小贱被拷打时局长现身也是UNCLE同款。局长在窗口放花一幕，想起丁典和凌霜华。
        ",张天翼,https://www.douban.com/people/wisely1229/,推荐,88
" 娱乐性极强的电影：精致欧洲 霸气武装 给力枪战动作 经典动作片的优秀元素全都继承了过来 配合上不断的笑料和超级英雄式的非人类光环 好不热闹 还很浪漫。 Ryan Reynolds各种帅 河边摩托戏全程替身戴头盔不露脸都被电影自己吐槽了：没见过头盔戴的这么紧的，解都解不开。
        ",ZMike,https://www.douban.com/people/49145944/,推荐,94
" 三星半。稳妥入国庆档第一梯队，不拍《澳门风云》、《王牌逗王牌》的王晶，其实还是很可怕的，而且，这回终于没坑刘德华了。另外，推荐有条件还是看粤语吧，不然对不起近年来奉献了几乎是最多台词量和最好文戏的甄子丹。以及真不考虑给本片最强绿叶郑则仕的角色拍个新外传吗，人家好歹是两届金像影帝~
        ",痞影人科莱昂,https://www.douban.com/people/pirealwei/,推荐,91
" 哎呀小时候看《跛豪》只记得叶子楣身材太好 好害羞哈哈！现在看《追龙》才回想得起几分“义”！在这个“潮州人”都要被迫改为“南洋人”的电影市场，能多看到几部《追龙》，也是难得了。粤语版好评！
        ",季恩熙,https://www.douban.com/people/snowblink14/,还行,64
,,,,
,,,,
" 贱贱会成为下一个金·凯瑞吗？至少这话痨程度快赶上了...
        ",同志亦凡人中文站,https://www.douban.com/people/3540441/,还行,40
" 贱到家了，阿姆斯特丹城市疯狂漫游。貌似保镖枪战动作飞车，实际上是老黑哥哥教小白弟弟如何泡妞御妹致胜。以及，白俄罗斯啊，都被黑俄罗斯了。
        ",木卫二,https://www.douban.com/people/MovieL/,还行,60
" 此片国内还会引进公映呢，好奇内地版会被删成什么样……不过这几年领导们的口味也越来越重了，这种打嘴炮的片子估计可以通过改字幕来解决很多问题~~~（内地公映版居然神奇地没有删减或者我没有发现删减，可以可以）
        ",张小北,https://www.douban.com/people/xzfd/,推荐,31
" 两星半。加里·奥德曼竟然接了个这么鸡肋的反派角色。
        ",痞影人科莱昂,https://www.douban.com/people/pirealwei/,较差,31
" 太基(。-＿-。)而且这帮杀手跟John Wick比起来真是太没职业道德了!!! o(*≧▽≦)ツ ~ ~~233333
        ",彼岸盆花,https://www.douban.com/people/mathildaren/,推荐,52
" 为什么觉得闷？？？
        ",帕拉多克斯,https://www.douban.com/people/58059498/,较差,32
" 王牌保镖搭档头号杀手本是一场好戏，谁料拍得如此平庸，整部电影相当沉闷，情节不带感，演员不来电，喜剧和动作两边不讨好，看得我争分夺秒按快进，硬要说个亮点的话，也就是反派Boss加里·奥德曼，虽然角色刻画得很Low，但是气场特别强大！（温馨提示：9月22日内地上映，去电影院烧钱能免则免）
        ",仲山奥理,https://www.douban.com/people/zhongshanaoli/,较差,24
" 三星半motherfucker
        ",面条面包面饼,https://www.douban.com/people/50782420/,还行,37
" 听说国内要上的版本是删减版，而且大幅度的删减，我还是决定现在看吧，这种黄暴喜剧就该原汁原味。论动作还是喜剧，其实都不错，不过贱倒是没感觉到，局长耍贱不是贱贱那种真贱，这种简单粗暴的电影，适合过把眼瘾，反正也是看过就忘。
        ",亵渎电影,https://www.douban.com/people/zhangzongqian/,还行,31
,,,,
,,,,
" 好久没看到这么烂的片了。影厅里都是按耐不住的吐槽和尴尬的笑声。电影里的每个人都蠢得叹为观止。尤其是没想到开花已经沦落至此。唉。这样的电影的存在，就是对所有参与者的羞辱，是他们职业生涯的污点。
        ",香水瓶,https://www.douban.com/people/Jane_1-29/,很差,191
" 加勒比海盗扑街了，中土世界完结了。各位都懂的
        ",Youth帽仙,https://www.douban.com/people/142263059/,很差,208
" WTF！！！冒充好莱坞的国产山寨片！莫名其妙完全不知所云！最奇葩的是明明都是中国人全片却有80％的对白是英文！看得老子想骂人！这TM不是洗钱片吗？@虎头岩博纳
                
                ",慢先森,https://www.douban.com/people/mr.slow/,很差,209
" 国庆档最大笑话。投资有相当一部分拿给开花当片酬了吧？极其寒酸硬充大片，场景美术low到爆，局限在破房子破街道、餐厅、夜总会，作为护宝片，民用无人机是片里最牛“高科技”了...剧情各种低能，反转用屁股能猜到，台词更可怕，熊黛林和装逼大boss梁静剑拔弩张还大谈信不信真爱，编导脑子有坑吗？2/10
        ",瓦力,https://www.douban.com/people/cyrus_wong/,很差,151
" 太难看了太难看了，每一个角色每一个人每一句台词都宛若智障一般。太特么难看了。还有一个小时我受不了了我要哭了。
        ",糖糕儿,https://www.douban.com/people/52489598/,很差,124
" 为了解锁反派的苹果手机，任达华就把坏人的手指剁了下来。试问如果用的是IPHONEX，岂不是要扒下人家整张脸？英美德中加南非的配乐师，混搭出这么套路的夺宝故事，中间还穿插了无人机试用体验、花样跳绳外景VCR。所有动作戏都软绵绵的，怀疑为了节省成本，吴磊几乎没有同框，没去伦敦是因为预算不够吧。
        ",西楼尘,https://www.douban.com/people/xilouchen/,很差,116
" 三石弟弟 希望你上了大学能够有一个好的团队来谈合作 别啥片都接 团队脑残吧 看有大牌就以为能是好片 稀烂
        ",憾生,https://www.douban.com/people/155209672/,较差,120
" 中国的投资人可能实在太好骗了吧，强行冒充好莱坞电影，实际上就是中国投资方找来国外流水线团队制作的一部残次品。剧情山寨，故事敷衍，角色没有正常的行为逻辑，全片充斥着多不胜数的尬点，导演压根就不理解中国文化，梁静的造型简直雷人，精灵王子是有多差钱接这样的烂戏，其他演员更是呵呵，烂爆了
        ",搬砖侠,https://www.douban.com/people/zhangfan187/,很差,96
" 真难看啊，每个人都在努力耍帅装酷，各种十几年前的老套情节，每场戏都显得特别拖沓，关键是每个主角还都演的特别认真，这种片硬放在这个档期注定会是炮灰吧…另外，这部电影的中国人里英文讲的最好的竟然是戏份极少的英达…
        ",痞影人科莱昂,https://www.douban.com/people/pirealwei/,很差,72
" 开花今年真是大陆观众的好朋友啊，这部电影不是他的底线，不信你们像我一样去看看《逆袭之星途璀璨》
        ",刘十九,https://www.douban.com/people/4901199/,很差,97
" 伪大片，整个制作粗糙得要命，老套的剧情，莫名奇妙的故事。作为一部夺宝犯罪题材，打斗不精彩，追逐不精彩，装备不精彩。冯德伦前阵子那片都秒本片100条街。整个故事既不紧张也不吸引人，无趣到爆。只有暗瞎眼的伪3d。以及，片头是不是没导演，只看到制片人名字好大。
        ",桃桃淘电影,https://www.douban.com/people/qijiuzhiyue/,很差,54
" 任达华一如既往的黑道大哥形象，耍狠之余不忘卖萌，吴磊也依旧是机灵的黑客少年。昆凌则突破甜美形象，变身暴力打女，精灵王子跌落凡尘，成了诸事不顺的loser。大Boss梁静，在片中屡屡贡献金句。大部分台词为英文，造成了台词略显幼稚的尴尬，演员来自世界各地，默契度不是很好，很出戏
        ",一口吃掉小蛋糕,https://www.douban.com/people/cheesecakehouse/,还行,150
" 技术层面其实已经做的不错了，但里子太差了，关键还是故事不够好，没新意，打斗和追击场面也都不够精彩刺激。感觉外景上有点像在拍上海城市宣传片，确实够美，所以叫“极致追击之爱在上海”也不错。
        ",方枪枪,https://www.douban.com/people/yalindongdong/,较差,35
" 本来是想去看男神开花的，结果看到国产电影这几个字瞬间产生了怀疑，看到分数后我哭了，男神也在国内烂片的片酬诱惑下屈服了，男神，你缺钱，我养你呗？
        ",AdaWang,https://www.douban.com/people/adakenndy/,很差,21
" 为什么中国人和中国人要用英文交谈？？熊黛林笑得太做作了吧，iPhone改密码要输密码的你知道吗？？？总体来说就是太中规中矩了。
        ",椅子上的男人,https://www.douban.com/people/98242689/,较差,18
" 我连两颗星都不想给，槽点太多，通篇都是剧情和人设的BUG，当然最不能忍的还是一群中国演员操着一口“流利”的英语对戏，简直就是灾难级
        ",Somnambulist,https://www.douban.com/people/78426497/,很差,21
" 连一向很酷的任达华都土得不行……
        ",Icilian,https://www.douban.com/people/liuchuanzi/,很差,28
" 还记得“精灵王子”作为莱戈拉斯时的潇洒和灵动吗？射杀“怪兽”不见血腥，只见四两拨千斤的干净利落。在《极致追击》中，化身前SAS特工的布鲁姆又见“精灵王子”的灵巧身手，“工具”则变成了汽车、摩托车……我们的王子依然潇洒，闪转腾挪间就完成了人生逆袭，过程却是帅瞎众位眼
        ",南瓜报告,https://www.douban.com/people/138911624/,力荐,128
" 平庸都算不上
        ",黑色幻想,https://www.douban.com/people/3395613/,很差,28
" 这样的片就别尬谈爱和时间的意义了，熊黛林让人无语，精灵王子都染了一身土腥气，吴磊被高估了，要是换了现在这几个流量小生演估计要被骂死，唯一没想到的是梁静英语说得倒挺纯正
        ",姐姐,https://www.douban.com/people/howaboutpuss/,很差,21
,,,,
,,,,
" 两颗星全给飞机吧，如果是军迷可以去电影院感受一下。但故事真的是一言难尽，全是80年代的老套路，当李晨和冰冰碰杯说类似“青春不散”这种话的时候，差点以为看的是《十七岁不哭》。
        ",刘十九,https://www.douban.com/people/4901199/,较差,1378
" 值回票价，顺带一提，票没花钱。
        ",此地无银三百两,https://www.douban.com/people/songsida/,较差,947
" 空中版霸天虎+战狼，讲述李晨当众打飞机给范冰冰看的故事，战狼看了会流泪，霸天虎看了想打人。
                
                ",凌睿,https://www.douban.com/people/lingrui1995/,很差,773
" 和【战狼2】毫无可比性，人家是【虎胆龙威】式好莱坞猛男动作片，这片子是空军广告宣传片，剧作的套路还是国产电视剧。最可怕的是，导演根本不知道什么叫戏剧张力，导致叙事毫无节奏感可言，纸片人设更是雪上加霜。从一开始范爷泥石流救人那场戏开始，就看出导演啥都不懂，果然像一组组镜头的垃圾山。
        ",亵渎电影,https://www.douban.com/people/zhangzongqian/,很差,523
" 台词真的是生硬，仿佛每个人都要一副光耀祖国的样子，动作戏全靠汉斯的配乐撑着，以及李晨的眉毛……就不能换个靠谱点的化妆师么？
                
                ",海歌,https://www.douban.com/people/123838490/,很差,572
" 一时难以分辨李晨到底在本片是表演更差还是导演更差，反正都挺差。与之相比，才发现《战狼》的好，那个起码直男到底，且在动作戏和类型片部分有看点。《空天猎》连岁月静好这种话都能写出来（其实里面还有很多特别娘的台词），整部电影少了点精气神，剧情也比较糊弄与俗套，表演就更没法说了。
        ",桃桃淘电影,https://www.douban.com/people/qijiuzhiyue/,较差,312
" 台词像中学生写的，剧情像赶着趟抢着拍出来的，特效跟打游戏似的。其实这部片真的各方面都极尽粗糙，除了用这个题材和明星包装成了一部伪大片外，从制作到故事都没啥亮点，一星不多，二星不少，再往上就真给不出来了。没做成3D可能是这部片带给我为数不多的好感。
        ",痞影人科莱昂,https://www.douban.com/people/pirealwei/,较差,287
" 抛开各种花边新闻来看，李晨当导演拍军事类作品确实是花了心思的。观众应该多鼓励流量们加盟严肃题材，这样才会有更多好看的主旋律电影有机会被产出。
        ",mu❤se,https://www.douban.com/people/64755839/,推荐,1332
" 剧情太辣鸡了！！！李晨还是别出来做导演了，跑男非常适合你。范冰冰的演技真的，，，还是适合走红毯。一颗星送给剧中的制服，一颗星送给鹿晗唱的片尾曲🙃
        ",睡神一郎,https://www.douban.com/people/yiqing928/,较差,172
