commenter_co,commenter_name,commenter_page,commenter_star,commenter_zan
" 从开始就燃到爆炸，人物打鸡血自嗨，正义荣誉使命感光环笼罩。除了结尾应该映射了两千年王伟歼-8II 与美国侦察机的撞毁事件，其他背景情感全架空，且处理违和。空军面试仅凭空话，恐怖分子宛如智障。一千五百公里=朝鲜？和战狼同一制片人，配乐赞电影语言无，然而中国还是需要这种“东方精神”。
        ",刘小黛,https://www.douban.com/people/darlingtudai/,较差,122
" 成色就像电视电影，波澜起伏和表达手法都非常老套，李晨的个人审美和艺术追求不敢恭维，故事犹如一盘散沙，剧本只为分裂为敌对阵营，让飞机上天对峙，这是电影炫耀的终极目标，但预算资金有限，导演功力不足，代入感和热血度甚至比《战狼2》都差，票房过2亿大黑牛就去享受夫妻生活就好，别趟浑水了
                
                ",张咏轩Wayne,https://www.douban.com/people/55617091/,很差,184
" 问题就在于明明想要讲一个很“正”的故事，但偏偏时刻不忘为自己的综艺“带货”还要强行抛出无数个让人不适的笑料--这和找了什么团队有什么背景无关。其实我对范冰冰还抱了一丝期待，李晨要表达真爱，好歹也夯一个最好的编剧组写个Miss Sloane啊、Katherine Johnson啊类型的角色嘛。其他的就不评价了。
        ",基瑞尔,https://www.douban.com/people/stevecarell/,较差,100
" 军迷的福利电影，好看啊！简直是一场我国空军武器库展示和战术演练，看得人血脉喷张。
        ",吴松张,https://www.douban.com/people/wusiyi/,推荐,153
" 50/100 春秋时代找到了致富模式，照着“战狼”的剧本又改出个空军版。喜欢看空军秀肌肉以及飞行表演秀的，这部电影合适你；如果你想找出哪怕一个刻画完整的角色，那不太可能找得出来。除了保家卫国以外也很难找到其他叙述深刻的情感联结点。
        ",SELVEN,https://www.douban.com/people/SELVEN/,较差,68
" 因为来自空军，所以大概是近期最娱乐性的主旋律题材影片了，其中有些桥段致敬了top gun，特效过关，多看看我们国家的j20吧。
        ",fish哥,https://www.douban.com/people/40302580/,推荐,339
" 大黑牛与范爷主旋律撒狗粮大作；没有对比就没有伤害，有了这片，才知道《战狼》的好；李晨的人设前一秒强调纪律，后一秒就兴奋得哦吼乱叫，简直要命；汉斯季默的配乐在这片里的存在更是超级违和；国产电影全面反恐之路，陆有《战狼》冷锋，空有《空天猎》吴迪，海上的《红海行动》杨锐也即将登场......
        ",奔兔吉尔,https://www.douban.com/people/borntokill-zh/,很差,62
" 由於飛行包線計算和控制界面軟件還沒有到位，在可見的未來J-20也只能是個量產版大玩具……
        ",gespenst,https://www.douban.com/people/gespenst/,很差,76
" 其实整体不错，说是“战狼上天”一点都不为过，但李晨总要表达一种哥们媳妇就是这么漂亮的感觉，让人觉得莫名其妙。虽然整体故事依然摆脱不了俗套，但如果去掉不必要的儿女情长，其实可以给三星。2.5
        ",方枪枪,https://www.douban.com/people/yalindongdong/,较差,93
" 既然把自己炒得那么红，那就应该接受看到你就不给星，一星完全是为飞机的。
        ",初阳,https://www.douban.com/people/3369417/,很差,144
" 点映看完了，作为不懂军事的路人，感觉画面镜头感还挺洋气的（除了开场第一段实拍镜头糙一点），笑点也蛮多的（笑点难得都不尴尬且新颖），气质和以往的国产军旅片都很不一样，再说有那么多最先进的战机装备，军迷尤其空军迷是肯定要看的，不然过了这村没这店了，估计十年内都不会再有国产空战片啦
        ",airbag,https://www.douban.com/people/68616424/,推荐,728
,,,,
,,,,
" 傻逼了吧，爷会爬树。
        ",Laplace Demon,https://www.douban.com/people/3310354/,推荐,3049
" 凯撒原本向往和平，所以又叫猿和平，隐居大猴儿峦。后来在上校的逼迫下猿力觉醒，成为大总统猿世凯，发动猩球大战。最后打败人类，自称猿始皇，年号大猿，国歌《猩条旗永不落》。续集可以讲他焚书坑猴、铸十二金猴、发明吮指猿味鸡、成立坏猴子影业、写《金刚经》……按照这个思路还可以再拍七八十集。
        ",凌睿,https://www.douban.com/people/lingrui1995/,力荐,2584
" 回看这个系列，真的从始至终都表达了自己要说的东西，作为暑期大片实为难得。这部终章直指美国是建立在奴隶制的基础上——猿族劳役时竟大放星条旗永不落，真是太讽刺。反派就像纳粹种族清洗者和现代启示录的白兰度的结合，纳粹思维的荒谬和疯狂令人瞠目。瑟金斯真的值一个奥斯卡提名
        ",米粒,https://www.douban.com/people/conanemily/,推荐,911
" 这绝对是这个系列最得当的收官。首先这是一部非常成熟的商业片，从场景特效到人物故事，每一样都相辅相成得刚刚好。而凯撒的成长，更是这个系列的妙义所在；从第一部的自我建立，到第二部的自我认知，再到这一部的自我升华，凯撒带领一众徒子徒孙完成了一场人类也无法企及的精神建设。
        ",饮歌,https://www.douban.com/people/35790692/,推荐,953
" 壮阔的猿族史诗。当猿进化得越来越像人，而人越来越堕落疯狂，观众只能义无反顾的站到自身的对立面，在灵长类动物身上寻找久违的“人性”。导演反人类反得不寒而栗啊，这是有多大仇...
        ",同志亦凡人中文站,https://www.douban.com/people/3540441/,推荐,876
" 越玩越深了，寓言故事一则。透过人与猩猩去反思人类自己的社会结构，可以做很深的解读。以及，感谢如此出色的视觉技术，才可以让故事可信度更高。以及，真是最后一部了
        ",桃桃淘电影,https://www.douban.com/people/qijiuzhiyue/,推荐,649
" 那个特搞笑的猴子…是哈利波特里家养小精灵多比的远亲嘛？
        ",松果果,https://www.douban.com/people/yonita_yang/,推荐,611
" 结尾人类死光光，猿类伤亡惨重，然而猿猴头子们骑的那几匹马经历了肉搏逃亡爆炸雪崩后仍毫发无伤，how？？？？
        ",rice-burger,https://www.douban.com/people/ricy-rice/,还行,798
" 自从看了变形金刚5，我接受能力强了许多，也宽容了许多。（微笑
        ",17,https://www.douban.com/people/lindadarling/,推荐,934
" 再次感叹，烂不可怕，最可怕的是平庸。三部曲这么乏味地结束还蛮遗憾的。
        ",萨库拉,https://www.douban.com/people/iisakura/,还行,638
" 接下来该马崛起了吧，咋改朝换代了还只有被骑的份啊
        ",王大根,https://www.douban.com/people/diewithme/,推荐,405
" 烂！炸！天！警报！警报！警报！好莱坞暑期档头号“影骗”来袭，看完之后的感觉就是：fuck！上当了！受骗了！这特么根本算不上一部前传三部曲的最终章，也根本没有什么“终极之战”，而是剧情乏味、逻辑荒谬、场面缩水、结局糊弄的失败之作！如果你带着对前两部的好印象去观影的话，收获的就是大失望！
        ",毒舌列文,https://www.douban.com/people/2795141/,很差,592
" 猩猩最初的居住地莫不是inspired by花果山？孙悟空：Apes together strong
        ",Sylvia,https://www.douban.com/people/51079426/,还行,419
" 情感的张力称得上饱满，剧情节奏稍慢，很容易被凯撒的情绪起伏感染得热泪盈眶。最后真是一个反人类的五星结局。
        ",李阿斗,https://www.douban.com/people/gailsylee/,力荐,391
" 烂到换个主题就是一出建党伟业。都tm哪跟哪儿啊，桥段强行拼凑一起，跟tm百度大脑编得剧似的。军营重犯牢房任由小屁孩进出？雪山中一箭不包扎走到温带才死？对方导弹满天飞tmd造石墙挡？编剧tmd想到哪写哪，而且居然还毫无爆点，神了。
        ",了了,https://www.douban.com/people/32023588/,很差,264
" 拍猩猩都能熬成美式老鸡汤，美国人都看不下去纷纷离场。反科学没逻辑的狗血故事，比手撕鬼子还没有想象力。一群可以适应任何气候的猩猩，徒手战斗力跟人持平，骑马（马招谁惹谁了），被人类虐待的程度还不如山西黑煤窑，首领中箭坚持爬雪山过草地长征完箭伤还在流血终于失血过多而亡。wtf？
        ",30天,https://www.douban.com/people/37217307/,很差,275
" 3.5星吧，之前第二部精彩就在于，凯撒和科巴正反两派的角色都交相辉映；而第三部里作为大反派的人类上校的角色始终立不住，太虚太平庸动机太弱，凯撒又高大全，动机也弱。电影张力一下子弱了好多，全片也就差强人意了 #质量其实还是很赞的，但始终差口气#
        ",旺财博士,https://www.douban.com/people/2039887/,还行,209
" 又名《猩球崛起3:掘地逃亡》，没有“终极一战”，只有“人类终极作死”，懂爬树才是生存之本…前作玩张力本作玩寓言，几处讽刺精彩，但是把人类智商强搞下线，一群有如神助的猩猩把人类赶下台真不够说服力，另外导演沉稳细腻大气风玩过头了，前半段节奏超慢，三部曲对比1>2>3，给安迪瑟金斯加1星。6/10
        ",瓦力,https://www.douban.com/people/cyrus_wong/,还行,218
" @balmes 非常非常慢，各部分叙述极其平均没有任何值得记住的点。小女孩这个看起来很有故事的角色没有好好用起来，完全沦为鸡肋，实在可惜。讽刺隐喻很到位，谁还不是求仁得仁呢？到头来只有mother nature最厉害啊不得不服。
        ",Lycidas,https://www.douban.com/people/raquelycidas/,还行,134
" 凱薩全程智商下線.....
        ",chuchu,https://www.douban.com/people/86728823/,还行,150
,,,,
,,,,
" 鲍起静演技已值满分 8/10
        ",影毒肥佬,https://www.douban.com/people/FK621/,推荐,10
" 11.24@UA Moko。感恩节，三张纸。
        ",文一,https://www.douban.com/people/mkci117/,2016-11-26 00:57:38,2
" 鲍起静的表演对影片中其他演员来说是完全碾压式的，可惜剧本太过于追求工整对仗，反而失去了灵气，成了为感怀而感怀、为伤情而伤情。
        ",獨孤島主,https://www.douban.com/people/jywpl/,还行,6
" 鲍姐再次奉献影后级表演，太动人了。
        ",卡斯帕爾的浮雲,https://www.douban.com/people/casablanca0912/,推荐,10
" 在飞往温哥华的飞机上看到的，越到后面看得越是流泪，到最后，脸上的泪已经成了河，想起了自己已逝的母亲。每一个含辛茹苦的母亲，都是一棵默默撑起华盖的大树，大爱无言，荫蔽子孙却不一定被理解。
        ",萬和生,https://www.douban.com/people/4378595/,力荐,6
" 昨日提前观影，本还有些期待，但很失望。非常不成熟的温情催泪片，毫无结构，节奏也很怪，剪辑较生硬，该有的渲染也都没有。题材不错，但完成度不高，浪费了鲍起静的精湛表演。黄浩然很像张国荣，可惜不会演戏。
        ",王写写,https://www.douban.com/people/dreamending/,较差,1
" 电影故事剧情颇煽情，加上主角们，特别是鲍起静演得入木三分，想不催泪都几难。片中好几场戏的背景音乐过于“澎湃”，略嫌干扰观影……有时候配乐多或者大声不一定就好，应该见好就收吧。王菀之扮观音那场戏颇搞笑。
        ",longer,https://www.douban.com/people/luvis1499/,推荐,5
" 虽然套路很老了，但是仍然很好看
        ",红藕香残玉簟秋,https://www.douban.com/people/127437486/,推荐,0
" 这种亲情戏一向不用玩太多套路，但成功的被各个主演的演技给拉起来了。
        ",CobraCB,https://www.douban.com/people/CobraCB/,推荐,1
" 王菀之
        ",曼石,https://www.douban.com/people/springhall/,2017-07-01 06:06:05,0
" 第一部和全家人一起去电影院看的电影，还成功带上了爸爸妈妈
        ",猴子放屁,https://www.douban.com/people/83977886/,2016-12-13 16:49:41,3
" 从头哭到尾。
        ",九爪小蟹,https://www.douban.com/people/pqqy/,力荐,1
" 国内可能不会上了 于是托人在香港买的碟 哭了半卷纸 之前看了《幸运是我》可能我本身对惠英红的脸有厌恶感 所以还蛮生气鲍起静没拿到最佳女主角
        ",小舒淇,https://www.douban.com/people/128661098/,力荐,1
" 泪奔
        ",胖杏,https://www.douban.com/people/pangxing/,力荐,0
" 在去留学的飞机上哭到抽搐
        ",傻不啦叽,https://www.douban.com/people/79247785/,力荐,0
" 飞机上看的
        ",La Madeleine,https://www.douban.com/people/35070684/,推荐,0
" 洗过一
        ",纯牛奶,https://www.douban.com/people/156683104/,力荐,0
" 四分给王莞之
        ",L,https://www.douban.com/people/42963553/,推荐,0
" 三星半。上一次在飞机上哭得稀里哗啦 还是14年看严歌苓《归来》的时候。岁月恼人。
        ",沉 榻,https://www.douban.com/people/138686742/,推荐,1
" 所谓「大」编导的多bugs 的煸情作品
                
                ",dig45,https://www.douban.com/people/35446656/,很差,0
,,,,
,,,,
" 大爷大妈智商这么高 家里娃却蠢到开车不系安全带 还tm发短信。。
        ",你看看！,https://www.douban.com/people/53644977/,推荐,9883
" 我想说那些短评上聪明过人的人类能别特么在这剧透吗！就你看出来了！你是二郎神！比别人多个眼睛！闪闪发光！一眼看出破绽！那你看得出来你自己的人生有多失败吗！
                
                ",♡Gbye　の,https://www.douban.com/people/BANANAJAM/,力荐,8214
" 其实这种多重反转的电影很容易bug频出，但是这部完成度太高了，质感和小细节都相当漂亮。导演对后半程的解密把控地相当出色，直接让观感上升了一个level。西班牙的悬疑片总是给人惊喜。（猜到反转并不是多了不起的事，请不要在悬疑片短评区剧透好吗，靴靴。）
        ",Enigma,https://www.douban.com/people/55972806/,力荐,4710
" 律师是假扮的这个梗其实倒是不难猜。不过这不是重点。重点在于“叙述”和“真相”的关系。在缺乏物证链条的基础上，男主的每一次叙述其实都是自洽且成立的，但或许也都不是真的。这一点才真的引人深思。我们所认定和掌握的真相，又有多少是被叙述掌控的呢？
        ",frozenmoon,https://www.douban.com/people/1233038/,推荐,3768
" 跟媳妇一起看的。看到一半的时候说了句最毒妇人心，指的那个情妇。后来看完，我媳妇特别藐视我，说了句男人都不是个好东西后睡了~。。我一脸尴尬~。。。总之。。。这是个好电影。
        ",心机貝,https://www.douban.com/people/45238478/,力荐,4540
" 开。车。的。时。候。不。要。谈。情。说。爱！ 系。好。安。全。带！（认真脸）
        ",闷骚的VeryGZ,https://www.douban.com/people/GZ/,还行,2615
" 看悬疑片最讨厌有人炫耀猜到反转，只是看过几部悬疑片而已，猜到并没什么好吹嘘！就算结局改成“律师是劳拉的母亲”也会有人说猜到！不过前面暗示确实明显了点。一部电影是否优秀在于细节的呈现，主角演技的拼搏，整部片的扣人心弦，观影过程的愉悦。这是讲述人心阴暗面引发蝴蝶效应的故事。BGM亮点！
        ",资源收藏癖,https://www.douban.com/people/69532674/,推荐,2767
" 现在能有意外结局还让人颠覆的故事，真的很难得了。结局半小时的反转再反转，能自圆其说，能刷新认识，能大呼过瘾，对一部悬疑推理片来说已经完成的相当漂亮。不会苛求太多，这样的故事和设定已经满足。
        ",影志,https://www.douban.com/people/tjz230/,力荐,2226
" 比较一般，如果男主是策划一切的人，他根本不会如此相信一个素未谋面的人
        ",glim,https://www.douban.com/people/glim/,还行,1483
" 好看，强烈推荐。问题是如此重要的辩护人竟然不是当面引荐的。
        ",Andrea,https://www.douban.com/people/casoon/,力荐,1436
" 剧本太精彩，处处伏笔，层层反转，虚实交错，暗潮涌动。自作聪明的往往一败涂地，不动声色的才能笑到最后。
        ",颜落寒,https://www.douban.com/people/yanluohan/,推荐,1201
" 所有爱玩反转的悬疑电影都可以用一句话来概括：你以为你以为的就是你以为的。
        ",芦哲峰,https://www.douban.com/people/luhua/,推荐,781
" 西班牙人太热情了 在我们这房间里叫破喉咙都没人理的
        ",大島,https://www.douban.com/people/auxt/,推荐,730
" 好看。另外建议豆瓣给「我看了七分钟就猜到结局」的观众准备彩蛋，他们是推动电影业进步的动力，值得满屏掉落大拇指。
        ",Fornever,https://www.douban.com/people/HFornever/,推荐,613
" 有多少人是猜中了结尾却没猜中过程？有多少人是对猜中的结尾感到失望，对没猜中的过程感到傻逼？影片的引申主题就是——只要是个人说的话都别信。
        ",有意识的贱民,https://www.douban.com/people/kejinlong/,还行,538
" 2015年看的《罪恶之家》，2016年看的《完美陌生人》，2017年看的《看不见的客人》，共通之处就是利用剧作上的巧合和人性的叵测，将一个充满黑色悬疑的精彩故事有条不紊地讲述出来，虽然过程中猜测出女律师古德曼的身份，但劳拉却并非我预测地来个《大卫·戈尔的一生》的自我救赎……人言可畏亦难信？！
        ",Panda的阴影,https://www.douban.com/people/PandaMovieMusic/,力荐,374
" 看过片子后再来这个页面，发现海报上人物关系已经把结局剧透了。观影过程很享受，虽然结局并不难猜，但几段假设推理确实容易被误导，尽管每个假设都有一些经不起推敲的小细节，但是并不影响整体效果，除了老夫妻过分精明和易容的不彻底外，几乎没有大败笔。说别人脸盲的希望你在电影院也能一眼认出来。
        ",痞影人科莱昂,https://www.douban.com/people/pirealwei/,推荐,437
" 一部片检验脸盲症发病率。
        ",子酉,https://www.douban.com/people/eozic/,还行,412
" 调度上有种将阿加莎小说当代化的直感 谷仓之冰和密室的三重解答亦是对黄金时代的致敬 拍推理片需要的是娓娓道来 不急不缓的叙述 以及临近收尾时暴风骤雨般地揭晓真相 本片都做到了 虽然对于非脸盲症而言这个最早来自莎士比亚的诡计略显累赘 讲义系列若拍成电影 要的也是这种感觉
        ",文泽尔,https://www.douban.com/people/wenzel/,力荐,228
" 作为一部连环反转的惊悚片，此片对观众心理的拿捏是教科书级别的。不难猜中结局，但这个过程还是太精彩了。
        ",麻绳,https://www.douban.com/people/ma-sheng/,推荐,310
,,,,
" 大量经典动画乱入，但又不显得突兀。

大量广告强行插入，但又不显得讨厌。

大量槽点刚想骂娘，却发现这是笑点。

大量笑点全程密集，腹肌没痛膀胱痛。

总之，就是一句话：值得一看。
        ",破茧,https://www.douban.com/people/pojian1987/,力荐,1499
,,,,
" 进影厅看到幼稚喜洋洋后悔了,人家说买票了电影不好看也不退钱(哭)然后看2D片源又被3D神杖嘲笑影票便宜(气)于是打开进来时工作人员给的锦囊,赫然写着:我们影院招放映员(懵)…我们羡慕觊觎的事物不一定是好东西,声讨的坏人坏事也许只看到了表面,电影超级好笑,赌20块钱话费成为黑马评分不低于7.7,顶我上去
        ",WillRious,https://www.douban.com/people/64515288/,力荐,1423
" 笑炸了我不管我要跟导演对对梗
        ",道臣岚,https://www.douban.com/people/51004773/,力荐,756
" 一如既往的脱线，其中穿插着十冷一贯的恶搞和情怀，交代世界观那段爆笑，最后大战那段也带出了该系列的创作动机：我们不玩驳杂的3D，或者说玩不起，就是用“梗和脑洞”，去汇成单纯的2D世界，单纯、搞笑。PS该系列也有着明显的受众划分，这种搞笑风格仅适用于同道中人，阿里巴巴那首歌情怀十足
        ",乌鸦火堂,https://www.douban.com/people/dreamfox/,推荐,626
" 各方面都更成熟了，从头到尾都是梗，节奏也不错，恶搞动画的剧作能到这个水品也是不容易，真的看出来了《银魂》的感觉。
        ",谢谢你们的鱼,https://www.douban.com/people/reave/,推荐,612
" 笑点又旧又硬，还停留在照搬网络段子和模仿流行IP的阶段，好几处刻意安排的“高潮”点却看得我一身鸡皮疙瘩，不止于尴尬。
        ",痞影人科莱昂,https://www.douban.com/people/pirealwei/,较差,366
" 三星半，竟然有点好看。梗非常多，也非常密，很多吐槽的地方还真是非常好笑，从中看到太多熟悉的吐槽和植入，还怪好笑的。最后一段降维的设定很不错，非常动画，竟然有点期待第三部了。
        ",桃桃淘电影,https://www.douban.com/people/qijiuzhiyue/,推荐,334
" 3.5。已经完全不记得第一部的故事，所以看到最后才意识到是前传。两处惊喜，堪称脑洞大开：一处是河神利用银河一拖三扩充兵力，一处是脑洞的深处是思维灰烬，对主角造成降维打击。大部分笑料比较低幼，都是浅表的戏谑与模仿恶搞。还有很多80后的回忆杀梗，从现场看现在的主流观众一脸懵逼。
        ",m89,https://www.douban.com/people/duzhouchi/,推荐,343
" 雷神·单身狗·表情包·托尔
        ",智商二百五,https://www.douban.com/people/53547561/,推荐,212
" 很好奇版权费占整个片子成本的比例有多少？喜欢不起来这部，见片如见导演。看的我困得不行。
        ",二月鸟语,https://www.douban.com/people/p2165/,较差,178
" 确实比上集好，但脑洞瞎开，还是弱智笑话大混炖，《太空堡垒》的画风配上《同桌的你》的音乐，乱入的喜羊羊模仿柯南，河神跟女娲用微信视频，还“阿里阿里巴巴”变异版歪歌……小混混后面膨胀黑化，出啥boss宇宙无敌，到三维黑洞变二维黑白，到想象力超群，其它都胡来，啥生一蛋就孵化转世?太白痴二傻
        ",释凡,https://www.douban.com/people/seafans/,较差,184
" 《十万个冷笑话2》：比上一部好。星球大战的画风配上《同桌的你》的音乐，乱入的喜羊羊模仿柯南，河神跟女娲用微信视频……这个动画诠释了后现代解构主义的含义，玩的是颠覆和嫁接，虽然没有深度和意义，但这些超越脑洞制造出的笑点既能让人惊呼“卧槽什么鬼”，又会使宅男们乐不可支。★★★☆ 
        ",鲸鱼君,https://www.douban.com/people/4370686/,推荐,244
" 时光机：你爸我从小在草原长大——原来是草原孤儿院啊喂！ps 结尾的脑洞真喜欢
        ",Citrus,https://www.douban.com/people/63898543/,还行,109
" 结尾创意可能是近期看到的动画片里最好的
        ",婴儿葛葛,https://www.douban.com/people/romanbaby/,还行,134
" 影片中致敬了很多经典电影和人物啊～用搞笑的方式面对操蛋的人生，脑洞大开的这个系列始终坚持自己的搞怪风格，真的很难得
        ",静待花开,https://www.douban.com/people/2123968/,力荐,166
" 比第一部好看，从头到尾抖不完的包袱接不完的梗，各种天马行空的想象力和拼凑力，各种致（恶）敬（搞），各种经典漫画角色大方串场，居然毫无违和感又能让人忍俊不禁，国漫日渐成熟的制作技术和无处不在的自嘲精神是惊喜，关于次元壁的诙谐探讨是亮点，套路以内又不循规蹈矩是诚意，在电影院看笑果更足
                
                ",张咏轩Wayne,https://www.douban.com/people/55617091/,推荐,219
" 年轻的观众哟，你们看的是这个喜羊羊还是这个柯南，还是我们的青春呢？
        ",啊啊反对,https://www.douban.com/people/82660297/,力荐,135
" 玩得一手好解构主义。
        ",Ear.Forest,https://www.douban.com/people/iear/,推荐,101
" 1.7/10，太差了！人物和节奏在开场几分钟就开始崩坏，还不如《煎饼侠》！就喜剧而言基本是低俗和无下限，本质上不算喜剧。剧作问题真挺大的，没一个人物是完整的，前面人物性格和铺垫缺太多，结局再High情绪也推不上去。就音乐而言不好看不热血，打摇滚旗号不好好叙事真很LOL，何况还没摸到摇滚内核！
        ",二月鸟语,https://www.douban.com/people/p2165/,很差,1515
" 实在无法数尽分分秒秒都存在的脑洞全开的奇葩桥段，还请各位观众自行走进电影院去观赏，感受一下这部足以让你笑出腹肌，笑到不能自理的脑洞电影！
        ",苏筱兀,https://www.douban.com/people/lesc/,推荐,123
" 十冷作为国产动漫IP新秀，续集的表现出乎意料的好，星战柯南圣斗士海贼王碟中谍致敬梗顺手拈来，吐槽更密集。剧情其实是前传，羊熊猴鱼合体互黑的好开心。
                
                ",baobaodu,https://www.douban.com/people/baobaodu/,推荐,115
,,,,
,,,,
" 谈不上失望，因为本身就是带着非常低的期待看的，明显还在套《煎饼侠》的模式，而且并不比其高明，后半段借着摇滚的主题一路跑偏，胡煽瞎燃，毫无电影感，这个卖情怀上瘾的大鹏基本可以拉入黑名单了。最后给片方一个衷心的建议，这片更适合在大年初一上映，至少丢在贺岁档那坨里基本分不出个高低。
        ",痞影人科莱昂,https://www.douban.com/people/pirealwei/,很差,1250
" 实在太土，不是乡土味的土，是土鳖的土
        ",LOOK,https://www.douban.com/people/2049622/,很差,928
" 好个摇滚，看得想打滚。制作上比《煎饼侠》有进步，尤其几次无缝转场，可以说非常电影了。但乐队搭成后，讲段子的本性又暴露了。叽歪三人组加乔杉，完全不让听音乐，更像拼嘴炮。对摇滚的解释，依然停留在比🤘，摇大旗，人山人海呐喊，还有驾老炮刷老脸。有两处地方笑了，一是黑带，然后是读毕赣的诗
        ",木卫二,https://www.douban.com/people/MovieL/,较差,710
" 上次拍电影，这回组乐队，都带有大鹏一后一前的半自传色彩，这次还回到了大鹏的家乡集安。虽说创作模式是《煎饼侠》的延伸，但有显著进步。保留了明星客串与港片情怀的喜好，做到了去段子化，笑点自然，注重前后反差，用音乐理想拔高，燃！还有歌迷的传承。每首歌的节奏配合情节发展，自然流畅。
        ",大奇特(Grinch),https://www.douban.com/people/grinch/,推荐,1503
" 【C+】①比想象好看，整体各方面都比煎饼侠进步了。②包袱不新鲜，但甩的很有效果③大吉他公园依旧免不了被拆，怀有音乐梦想的男主最终也还是回了北京，虽然是屌丝喜剧的包装，内核却不是打鸡血的屌丝梦，而是丧失生活热情的人，对曾经理想的缅怀。“不去做，有些东西在你心里就真的死了”
        ",掉线,https://www.douban.com/people/ballteda/,推荐,1127
" 直到今年夏天才明白一个道理，不管是男人还是电影，俗到极致也算大魅力。
        ",shininglove,https://www.douban.com/people/2849243/,推荐,670
" 不仅尴尬，还土到数次引起生理不适...
        ",朝阳区白百合,https://www.douban.com/people/50060410/,较差,508
" 从某种程度上来说，和《芳华》分别属于一张磁带的AB两面，都讲述了时代洪流中的普通人在信念和理想崩塌后如何选择的故事，大鹏的处理方式更加积极乐观，“机灵”地用一场全民大摇滚规避了这个问题。新裤子《没有理想的人不伤心》选得真是太到位了，歌词和影像高度贴合，让人几欲落泪。
        ",芥末蘸酱,https://www.douban.com/people/FrankWasabi/,推荐,822
" 三星半。成熟度比《煎饼侠》高。大鹏聪明地用音乐特别是回忆度极高的摇滚金曲串联全片，架构起的草根梦更易引发共情。选角出色，据说几个主演都是亲身上阵弹奏。弱点在于剧本构建仍有欠完善处，结尾集体煽情没刹住车，一身貂的发财总合理性弱。PS：摇滚老炮儿们一一客串加半星。
        ",泉の向日葵,https://www.douban.com/people/boliwawa/,推荐,587
" 继“尬聊”，“尬舞”之后，又诞生了一个新词“尬摇”。把摇滚与“梦想”划等号是得有多中二啊，为啥修车和妇产科大夫就不能是一份有梦想的职业呢？千万群众举着大旗冲入工地让我穿越到了“大干快上”的集体化时代，上百位乐手同唱一首歌让我想起了新东方。大叔玩农金为的是自由还是投机，这是个问题。
        ",风间隼,https://www.douban.com/people/fengjiansun/,还行,147
" 越到后面越是尬，喜剧，强煽，俗气。青春片旗号后当下吹着一股复古风，处理不好就是卖情怀，追随逝去迎合未来。大吉他某种程度看来就是强行的执念，失去了情感动机。毕竟人在哪，理想就在哪。你会见到谢天笑新裤子唐朝黑豹beyond斯琴格日乐麦田守望者露脸，感觉看了一场假的音乐节，仔细找找吧。
        ",刘小黛,https://www.douban.com/people/darlingtudai/,较差,275
" 我坚持了两个小时就是看看有多烂，剧情俗套，情感无铺垫，全部演员演技集体不在线上。真的不是谁都可以做导演啊。中间几个笑点也是low到底了，稀稀拉拉的观众也是为了笑而尴尬了几声。烂片一个
        ",鱼儿,https://www.douban.com/people/4073793/,很差,242
" 把大吉他改成大鸡巴，整个片子的立意都会上升好几个level了！
        ",鬱蕭樓主,https://www.douban.com/people/yibaiwushitian/,很差,243
" 基本上就是把【煎饼侠】和【欢乐好声音】重拍了一遍。
        ",荔枝超人,https://www.douban.com/people/richer725/,较差,222
